"";"id";"description";"DBO"
"7139";925244490847308;"L E S E E M P F E H L U N G 
Ein inhaltlich richtig guter Bericht über das, was Tatjana Festerling heute gesagt hat. Bemerkenswert und lesenswert! Epoch Times kritisiert auch, dass zahlreiche Medienvertreter die Rede mitschnitten, daraus aber nur aus dem Zusammenhang gerissene Ausschnitte veröffentlichten.";"nothing"
"414";1134227953282293;"????????????????????????????????";"nothing"
"1016";1063421903696232;"Einzelfall...";"nothing"
"5604";1012242285480861;"Wieso klein beigeben ,es heißt seit 581 Jahren Weihnachtsmarkt .sie wollen bei uns leben also müßen sie auch mit unserer Kultur leben und sich uns anpassen Punkt .";"nothing"
"5671";854997341205357;"Der Grönemeyer will auch nach DD kommen. Hoffentlich verwechselt er ni die Bühne und kräht auf unserer Pegida Bühne rum..Da geh ich wieder nach Hause";"nothing"
"4584";1105682109470211;"nicht von mir

====================================

+++ Gehört der Islam ""gleichberechtigt"" zu Deutschland? +++

- eine aktuelle Kurzbewertung -

(Auszug aus dem Buch ""Der freiheitliche Staat des Grundgesetzes"" von Walter Schmitt Gläser)

--------------------------------------

Staatliche Neutralität gegenüber den Religionen darf aber nicht gleichgesetzt werden mit einer absoluten Gleichstellung aller Religionen
(dazu näher Ladeur/Augsberg, 2007).
Vielmehr hat der Staat - gerade wegen des Gebotes der Gleichbehandlung -
den Beitrag einer Religion zur Kultur und Ihre Orientierungsleistungen in der jeweiligen konkreten staatlichen Gemeinschaft zu berücksichtigen und dementsprechend zu differenzieren.
Es gilt das Prinzip der gewichteten Gleichbehandlung, wie dies auch bei politischen Parteien, z.Bsp. hinsichtlich der unterschiedlichen Zuteilung von Wahlsendezeiten
im öffentlich-rechtlichen rundfunk gilt. (S. 79, 123).
Praktisch bedeutsam wird das heute vor allem beim Neutralitätsverständnis im Verhältnis von Christentum und Islam,
der bislang eine relative Bevorzugung erfuhr, weil versäumt wurde, den grundlegenden kulturellen und unsere Gemeinschaft formenden Stellenwert der christlichen Religion angemessen
zu berücksichtigen.
Die völlige Gleichstellung von Christentum und Islam folgt einer Logik, die aus dem Verbot, jemanden wegen seiner Sprache zu benachteiligen,
die Pflicht des Staates herleiten würde, in Deutschland Arabisch als Amtssprache anzuerkennen.

--------------------------------------

Genau das ist der Punkt, wenn diese sogenannte Bundeskanzlerin des deutschen Volkes davon spricht, dass der Islam angeblich zu Deutschland gehöre
und dadurch zu implizieren versucht, dass dazu dann auch die burkha, die Minarette und der ""Ruf"" des Muezzin gehöre.

Bislang war dies kein wirkliches Thema der Regierungen der Vergangenheit, weil sich keiner dazu aufschwang in seiner Eigenverliebtheit, zu behaupten, der Islam gehöre zu Deutschland.
Deswegen spielte dieser entscheidende Punkt eben bisher auch keine Rolle (nochmal zitiert):

""...weil versäumt wurde, den rundlegenden kulturellen und unsere Gemeinschaft formenden Stellenwert der christlichen Religion angemessen zu berücksichtigen.""

Er spielt erst jetzt eine Rolle, wenn eine sich anmassende sogenannte Bundeskanzlerin, ""ohne jegliche Legitimation"", hergeht und davon spricht,
dass der Islam zu Deutschland gehöre.
Erst ""jetzt"" wird dieses Versäumnis äusserst ""brisant"".

Denn wenn sich jetzt auf die grundgesetzlich geschützte Religionsfreiheit berufen wird, haben wir ein neues Problem,
welches sich erneut manifestiert in dieser sogenannten Bundeskanzlerin und deren Aussagen.

Aber mittlerweile weiss man schon gar nicht mehr, ob diese Ihre Aussage hinsichtlich ihrer Wirkung wirklich beabsichtigt war,
oder ob es nur ein weiterer Ausdruck einer sich durch ihre gesamte Regierungszeit durchziehenden Unfähigkeit ist.
Diese sogenannte Bundeskanzlerin scheint ja ein echt groteskes Verhältnis zur Geographie zu haben, wie gestern jeder anschaulich in der Heute-Show sehen konnte.
- Ja, ich habe die Heute-Show geschaut - ich habe es geschafft und es war gar nicht mehr so schlimm - die munitiuon wirkt halt nicht mehr... -
auf jedenfall scheint diese sogenannte Bundeskanzlerin erstmalig begriffen zu haben, welche Länder an die EU grenzen.
Respekt!
Und Angela Merkel weiss ja jetzt auch, dass Berlin nicht in Russland liegt.
Was sie bisher für Berlin hielt ist halt Moskau. Dumm gelaufen.
Und vielleicht kapiert ja Angela Merkel demnächst auch, dass ""Afrika"" nicht hinter Australien liegt.

Ja, solche neu errungene Bildungssegmente schaffen natürlich grenzenloses Vertrauen in die Regierungsarbeit unserer sogenannten Regentin.

Wenn also diese sogenannte Bundeskanzlerin des deutschen Volkes Angela Merkel,
mit Wissen dieses eklatanten Versäumnisses unseres Grundgesetzes bzgl. der Festlegung des ""Stellenwertes"" der christlichen Religion,
- weil niemand so einfältig war, plötzlich den Islam zu Deutschland gehören zu lassen, -
jetzt hergeht,
ohne eine Korrektur dieses Versäumnisses
und eine Religion, die niemals zu Deutschland gehörte, einlädt und ihr gleiche Rechte einzuräumen gedenkt,
könnte Sie gegen den Geist der Verfassung verstossen.

Wenn jemand gegen die verfassungsmässige Ordnung agiert, spielt es keine Rolle, ob der Paragraph im juristischen Sinne besteht, um dieses Agieren zu benennen und abzustellen.
Wenn eine Verfassung nicht auf alle Fälle vorbereitet ist, bzgl. der blühenden Phantastereien einer offensichtlich etwas ""entrückt"" wirkenden Bundeskanzlerin,
und der entsprechende Paragraph juristisch nicht besteht, um diesem politischen Tollhaus ein Ende zu bereiten,
bedeutet dies nicht, dass diese Verfassung schutzlos ist.
Denn der Paragraph 20 Absatz 4 besagt eindeutig, das es um die Verfassungsordnung als solches geht.
Und diese wird mit einem nicht herleitbaren eigenmächtigen Ausspruch, wie, der Islam gehöre zu Deutschland, vielleicht im Sinne des Paragraphen 20 Absatz 4 gerade ausgehebelt.

Dieser Paragraph ist gerade deswegen vorgesehen, weil eben nicht alle Fälle einer verfassungsfeindlichen Tendenz vorausschauend benannt werden können.

Aber die Einführung des Islams als zu Deutschland gehörend könnte als ein Anschlag auf die Verfassung bezeichnet werden,
weil es eben bekannt ist, dass im Grundgesetz ein ""Versäumnis"" besteht bzgl. der Festlegung des ""Stellenwertes"" des Christentums für unsere Kultur als ""Ganzes"".
Genau dieses Versäumnis versucht diese sogenannte Bundekanzlerin des deutschen Volkes anscheinend zu benutzen um die Verfassung auszuhebeln mit dem Hinweis auf die Religionsfreiheit.

Und genau dies kann als Anschlag auf die Verfassung angesehen werden.

Der Verweis auf die Relionsfreiheit greift hier also eindeutig nicht.

Und das Thema des weltlichen Herrschaftsanspruches des Islams wurde hier noch nichtmals angesprochen.";"criticism"
"8671";945856678786089;"München ist ROT #1900";"nothing"
"4863";876354565736301;"Hier noch ein unerhörter Verdacht.  Pegida ist Schuld an der Misere in Griechenland. Und um alles wieder gut zu machen, bringt unser Rollstuhlfahrer unser Steuergeld dorthin.";"criticism"
"917";1063658933672529;"Weiter oben in den Kommentaren finden Sie einen anderen Bericht von 2015 mit gleichem Ergebniss!";"nothing"
"1339";861979073840517;"bin ganz deiner meinung, bis jetzt hat diese bewegung ein ziel, zu zeigen das wir mit der einwanderungspolitik und der flüchtlingsregelung nicht einverstanden sind, und das unsere politiker dies überdenken sollen mehr nicht! niemand von Pegida will Österreich regieren, aber wir haben beschlossen gemeinsam auf unsere meinung aufmerksam zu machen, und deshalb brauchen wir auch keinen KOPF oder wie die presse gerne sagt FÜHRER ! das wort passt ihnen schon wieder gut um schlechte puplicity zu verbreiten, ausserdem kann  dann auch kein einzellner bedroht werden, man nehme Lutz Bachmanns fall.! Die masse gibt etwas sicherheit, denn der schlange den kopf abschlagen usw. das kennen wir alle , wäre der regierung sicher sehr recht einige vereinzelte wegzusperren und dann wird sich das schon im sand verlaufen was? Nix da.................passt genau wies läuft PEACE";"criticism"
"4578";1105864162785339;"Hans Wellington Was ist der Unterschied zwischen Hetze und Meinungsfreiheit?!";"nothing"
"1785";1111791922192563;"Britta Elsner 
Wir kümmern uns erstmal darum, das die heuschrecken Plage hier aus europa abhauen. Danach können wir uns um die Sache mit dem bargeld kümmern.";"nothing"
"4556";1096250697080019;"einfach nur drüberfahren";"nothing"
"6272";882719741766450;"weils feige schweine sind die ihre kinder u frauen im stich lassen...u für son pck müssen wir steuergroschen abdrücken";"nothing"
"2650";982904421747981;"Meinen größten Respekt an Ungarn für die Wahrung der volkseigenen Interessen!";"nothing"
"9144";993541110684312;"und kein TTIP";"nothing"
"8907";945458342159256;"Dieses Pack";"nothing"
"8681";945436718828085;"Eine Islamisierung lebt auch nur vom Glauben. Fang bloß nicht an zu zweifeln! Außerdem habe ich einen Facebook-account, das ist ja wohl Beweis genug.";"nothing"
"1077";1063454330359656;"Da flüchtet nun Einer um in Deutschland abgemurkst zu werden. Unklar. Die bringen ihre ganzen unlösbaren Probleme mit hierher. Da kann man es wörtlich nehmen, ""ich sehe schwarz"".";"nothing"
"1407";862016893836735;"nein ,dir?";"nothing"
"6033";855024891202602;"gut , gefällt mir ,Gänsehaut Video ...";"nothing"
"7819";977032779001812;"https://www.facebook.com/jasonmillmusic/photos/pcb.1022065984491905/1022065664491937/?type=1&theater";"nothing"
"9265";991256247579465;"Grüße aus Eisenhüttenstadt. Wir sind mega Stolz auf Euch. Passt auf euch auf und kommt alle wohlauf nach Hause.";"nothing"
"1185";874708579234233;"Na Daniel...haste dir jetzt einen auf deinen geistigen Erguss runtergeholt?
Meine Fresse...du hast Probleme. Wenns dich nich interessiert dann verpiss dich von der Seite hier...auf so ne Spasten wie dich können wir hier getrost verzichten...";"nothing"
"2248";1055856137786142;"https://youtu.be/NxdzxGUDFd0";"nothing"
"6427";882710065100751;"einer weniger hurra";"nothing"
"1029";1063637687007987;"Wir bezahlen die. Neuerdings sind sie ja auch alle Professor. Oder wenigstens Experten. Aber mindesten Wissenschaftler. Lach mich kaputt über die doofe deutsche Journailie, wenn sie eine Islam-Religionslehrerin aus Dinslaken als Islamwissenschaftlerin betiteteln. Sicher wissen die Deppen auch nicht, dass eine Professur nichts mit Wissen zutun hat, sondern eine Dienststellung ist. Na ja, Presse eben......";"nothing"
"275";1064383026933453;"Ganz einfach.Frau Angelika Honecker hat nicht mit den Widerstand in Sachsen gerechnet.Und die Sachsen werden 2016,2017 wieder als Helden in die Geschichte eingehen.Bestes Beispiel AfD";"nothing"
"452";1152508224787599;"Das hatten auch bei den Nazis.
Die Gekündigten sollten sich persönlich an die Verantwortlichen wenden";"nothing"
"8271";855114854526939;"Le slogan de l'Union avec nos frères européens ! Bravo !";"nothing"
"229";1069107183127704;"Wenn ich diesen Kretschmann schon sehe.... einfach widerlich und eine Schande für unser Land!";"nothing"
"5987";855014557870302;"Zusammen sind wir stark! PEGIDA <3";"nothing"
"8219";855607874477637;"Fredi Fredo, woher weißt Du das ""keiner"" so sein will wie wir? Sogar die ""ZEIT"" konstatiert, daß jeder 2. Pegida recht gibt. Lies einfach mal die Leserkommentare auf den Websiten wie FAZ oder Welt - dann weißt Du wirklich, wie keiner mehr sein will.";"nothing"
"523";1134204663284622;"Hatte ich schon.
Wurde hässlich für sie.
Sie meinten, Meins sei Ihres.
Ich meinte: Nein.";"nothing"
"4137";985439078161182;"alles nazis";"nothing"
"7719";1095976723774083;"...laß doch mal das Kind nach vorne...";"nothing"
"2487";982856128419477;"Polen/ Warschau // Hallo Chaos – Refugees, dann würden eure “Triller“ aus der Schnauze fallen ! Seht euch nur die ersten Sekunden an. Mehr könntet ihr sowieso nicht erkennen ! ?  https://www.youtube.com/watch?v=3l_1WthGZQE";"nothing"
"5427";1010188082352948;"https://twitter.com/IamTeamIK/status/666481561131483137";"nothing"
"7147";888192064552551;"Michael, in Deinem Kommentar passt ja gar nichts zusammen, Gehirn einschalten , dann schreiben. Viel Erfolg!";"nothing"
"3627";1035104806527942;"Gänsehaut danke Dresden ??????";"nothing"
"9106";1007193465985743;"Das ist was ich meine Frank Schallert; der Ami ist schon eh und je Kriegstreiber gewesen.";"nothing"
"7032";888067897898301;"Schon der Ausdruck ""rechtsEXTREM"" - bezogen auf Le Pen und ihre äußerst erfolgreiche, patriotische Partei - fällt EXTREM zurück auf die (etablierten Medien und Politiker), die ihn extrem propagandistisch benutzen. Diese Zeitgeisthetzer sind die eigentlichen EXTREMEN!";"criticism"
"1386";862038220501269;"Wenn man sich alte Videos mit Reden von Merkel ansieht (s. 2010 Junge Union usw.), dann wird einem erst mal bewusst, wie sehr sie ihre eigenen Worte heute Lügen straft! Aber wer den an's Volk geleisteten Eid bricht, der kann sich auch ein paar Lügen leisten!!!! - Das MUSS aufhören!";"criticism"
"3127";1056926087679147;"Hoffentlich machen die nicht nur Heimaturlaub!";"criticism"
"8444";861938160511275;"Macht bitte weiter!!!! Ihr seid unsere Hoffnung!!!!";"nothing"
"462";1134071323297956;"Frau Mürkel ist doch jenseits pädagogischer reichweite - die soll doch mit den affen in den orient auswandern!!!";"criticism"
"5521";1011316145573475;"Wer ist denn diese Forscherin? Wetten, sie hat keinen deutschen Namen und wenn doch, ist bei den Linken und hat Gewichtsprobleme? Und yo, Leute, ihr habt es gehört, wir Pegidianer rennen permanent mit der Machete rum!";"nothing"
"1329";862254353812989;"Demonstrationen werden angemeldet, nicht genehmigt.";"nothing"
"4673";1105400232831732;"hoffe die Dresdner finden eine friedliche Lösung das zu verhindern";"nothing"
"6139";882888978416193;"die töten sich doch eh gegenseitig";"nothing"
"2944";1056593551045734;"Einer brasslicher als der andere.!";"nothing"
"552";1152575828114172;"Nazi-Methoden? Nein! Sehr viel schlimmer. Heute nennt man das Demokratie!";"criticism"
"2249";1043655212339568;"(..) Jetzt hat Spreng im ""Deutschlandfunk"" ein Interview gegeben, das alle in der CDU aufhorchen lassen muss. Denn der Experte sieht Angela Merkel vor den entscheidenden Monaten ihrer Kanzlerschaft. Schon im März könnte die Kanzlerin ihren Job los sein, glaubt er.

Das Dilemma der Kanzlerin fasst Spreng so zusammen: ""Sie steht vor der Wahl, ihre Glaubwürdigkeit zu verlieren oder möglicherweise ihre Macht."" Denn bisher hält Merkel an ihrem Kurs der offenen Grenzen fest. Und sie beharrt auch weiter darauf, dass es keine Obergrenze für die Flüchtlinge geben soll. Nur hat sie dafür kaum mehr Rückhalt, weder in der CDU noch der CSU und auch nicht mehr uneingeschränkt in der SPD.(..)

http://m.huffpost.com/de/entry/9015632";"criticism"
"8135";960899337281823;"Polizist wurde von klauendem Asylant mit Glasscherbe Gesicht zerschnitten: http://mobil.krone.at/phone/kmm__1/story_id__465673/sendung_id__32/story.phtml";"nothing"
"8474";856085694429855;"Der hat keine Freunde!  Und jetzt schreibt er was gegen pegida und denkt er wer cool!  Er will doch nur Freude haben!";"nothing"
"4293";989304731107950;"Als ob du dir ein Zugticket leisten könntest... ist doch wirklich irrelevant.";"nothing"
"804";1063652787006477;"Samy Friese, absolut deiner Meinung! Besser gebildet, kann man manchmal  halt auch schneller gewisse Zusammenhänge erkennen. ;)";"nothing"
"672";1134509526587469;"Besten dank, das tue ich fast täglich ??";"nothing"
"2447";982725155099241;"He is a true hero https://m.facebook.com/orbanviktor";"nothing"
